"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSMUSG00000000340",220.813186592996,-0.334906515446683,0.222388526103821,-1.50595231379128,0.132079415620202,0.547237488142165,"Dbt","13171","dihydrolipoamide branched chain transacylase E2"
"ENSMUSG00000000346",679.399123327467,-0.129900531787969,0.156536305925907,-0.82984283434831,0.406627649176789,0.808389913944772,"Dazap2","23994","DAZ associated protein 2"
"ENSMUSG00000000365",11.348188190855,-0.0584493204583019,0.375859758619768,-0.155508322234175,0.876420593560259,0.972881082203492,"Rnf17","30054","ring finger protein 17"
"ENSMUSG00000000374",1755.24274144559,0.032001738725939,0.0817629473914755,0.39139658912633,0.695504113130293,0.928095063280729,"Trappc10","216131","trafficking protein particle complex 10"
"ENSMUSG00000000399",1002.61230300182,-0.189421699219222,0.116519375274882,-1.62566696544978,0.104020521138596,0.501239236169585,"Ndufa9","66108","NADH:ubiquinone oxidoreductase subunit A9"
"ENSMUSG00000000402",19.5648799256126,-1.44083295473281,0.351327467190855,-4.1011110410849,4.11171182050326e-05,0.00244083476705557,"Egfl6","54156","EGF-like-domain, multiple 6"
"ENSMUSG00000000420",407.371232287727,-0.088631318560258,0.154310776105107,-0.574368950745785,0.565718159273582,0.878250567603922,"Galnt1","14423","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000000439",136.687900522912,-0.0497913319478405,0.157064617479824,-0.317011767174337,0.751234673506596,0.942702303011732,"Mkrn2","67027","makorin, ring finger protein, 2"
"ENSMUSG00000000440",20.1636653296437,0.325917584723598,0.299105292078353,1.08964165247274,0.275871027528468,0.713538947530004,"Pparg","19016","peroxisome proliferator activated receptor gamma"
"ENSMUSG00000000489",292.900353338231,-0.175351014479116,0.243772979793553,-0.719320962592399,0.47194318278903,0.833934277216355,"Pdgfb","18591","platelet derived growth factor, B polypeptide"
"ENSMUSG00000000531",544.89193435373,0.132450749818438,0.218718831362415,0.605575427563291,0.544796723557257,0.866044714265922,"Grasp","56149","GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein"
"ENSMUSG00000000532",2031.54935993878,0.00671761963590026,0.126183136055665,0.0532370635719245,0.95754302501328,0.988911226598048,"Acvr1b","11479","activin A receptor, type 1B"
"ENSMUSG00000000552",860.385353515849,0.325284007418478,0.1676701109032,1.94002381024411,0.0523767962807246,0.377791530874519,"Zfp385a","29813","zinc finger protein 385A"
"ENSMUSG00000000555",283.722221896227,-0.0778262643563978,0.168345455825265,-0.46230095118919,0.643865517610834,0.912782457527863,"Itga5","16402","integrin alpha 5 (fibronectin receptor alpha)"
"ENSMUSG00000000560",845.458408505813,0.910900821385979,0.225138358933673,4.04596011848134,5.21091047017533e-05,0.00304525607877046,"Gabra2","14395","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"ENSMUSG00000000562",13.2921872576155,-0.302043440036759,0.46529826327005,-0.649139409878817,0.516248270695257,0.854680747104614,"Adora3","11542","adenosine A3 receptor"
"ENSMUSG00000000567",314.598260814495,-0.00278783560772229,0.171015130841509,-0.0163016897627962,0.986993709485457,0.996287577171027,"Sox9","20682","SRY (sex determining region Y)-box 9"
"ENSMUSG00000000568",775.18824695093,-0.310374969967869,0.179449845538845,-1.72959173654281,0.0837032434821257,0.456794595032924,"Hnrnpd","11991","heterogeneous nuclear ribonucleoprotein D"
"ENSMUSG00000000594",521.640722980464,-0.146483247322539,0.115162167963274,-1.27197368643887,0.203382468722174,0.64938885657873,"Gm2a","14667","GM2 ganglioside activator protein"
"ENSMUSG00000000600",509.79973965453,-0.159715489406258,0.211502699314866,-0.755146340560356,0.450161180822885,0.827634289932146,"Krit1","79264","KRIT1, ankyrin repeat containing"
"ENSMUSG00000000605",2891.72780911763,-0.00359018887921874,0.103190385637543,-0.034791893227624,0.972245684986776,0.992353472132467,"Clcn4","12727","chloride channel, voltage-sensitive 4"
"ENSMUSG00000000627",23.7612154452705,-0.0280472123933146,0.297411863709397,-0.0943042824301042,0.924867448190855,0.983364528031107,"Sema4f","20355","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain"
"ENSMUSG00000000628",56.1049074313921,-0.19021687845526,0.201216780857701,-0.94533307631922,0.344488856990126,0.764890911949201,"Hk2","15277","hexokinase 2"
"ENSMUSG00000000708",61.2536379933308,-0.176629325795215,0.28310881071035,-0.6238920129403,0.532698506008719,0.860241216003658,"Kat2b","18519","K(lysine) acetyltransferase 2B"
"ENSMUSG00000000711",54.6450814689628,0.0483386404803896,0.287487504847561,0.168141709344971,0.866471797113272,0.970611696368155,"Rab5b","19344","RAB5B, member RAS oncogene family"
"ENSMUSG00000000732",13.6020346809374,-0.286451840916713,0.348797125637166,-0.821256311655198,0.411500287134782,0.809083863101548,"Icosl","50723","icos ligand"
"ENSMUSG00000000743",250.746002492932,-0.0694732539676197,0.148583931241738,-0.467569093017136,0.640092771454919,0.911096558617879,"Chmp1a","234852","charged multivesicular body protein 1A"
"ENSMUSG00000000751",6.2071927070045,0.000218450443907724,0.59187246497734,0.000369083640199561,0.999705513868526,0.999901055289331,"Rpa1","68275","replication protein A1"
"ENSMUSG00000000759",542.547197986712,0.176175159958499,0.112569227252713,1.56503837023765,0.11757391269674,0.527395189247615,"Tubgcp3","259279","tubulin, gamma complex associated protein 3"
"ENSMUSG00000000776",211.177143165835,0.168693124761015,0.127080878842938,1.32744694793547,0.184360878278229,0.625359436866152,"Polr3d","67065","polymerase (RNA) III (DNA directed) polypeptide D"
"ENSMUSG00000000782",74.7539059986051,-0.433517856657012,0.166986611774497,-2.59612343798224,0.00942821872966543,0.148928902190426,"Tcf7","21414","transcription factor 7, T cell specific"
"ENSMUSG00000000791",13.9171448090491,0.438525992230242,0.369826251260708,1.18576220788909,0.235716220003368,0.67457055766918,"Il12rb1","16161","interleukin 12 receptor, beta 1"
"ENSMUSG00000000792",93.7861438521912,-0.899497336796309,0.181400510248587,-4.95862627709072,7.09933868038606e-07,6.84952232870832e-05,"Slc5a5","114479","solute carrier family 5 (sodium iodide symporter), member 5"
"ENSMUSG00000000794",48.5379537164056,0.00377270966573338,0.246423547262202,0.0153098586058381,0.987784977375654,0.996358315772839,"Kcnn3","140493","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"ENSMUSG00000000804",2754.22569119533,0.0152527564766148,0.146998744877292,0.10376113407871,0.91735891043989,0.982773039660335,"Usp32","237898","ubiquitin specific peptidase 32"
"ENSMUSG00000000811",27.0723801452406,0.254785758238171,0.283386372145741,0.899075549430933,0.368612420660481,0.785288519136973,"Txnrd3","232223","thioredoxin reductase 3"
"ENSMUSG00000000876",14.9132907861019,0.0986464739124247,0.32454288481461,0.303955127436471,0.761162077765838,0.9432610684042,"Pxmp4","59038","peroxisomal membrane protein 4"
"ENSMUSG00000000902",49.7178847376059,0.179484827416446,0.20825822408323,0.861837885185821,0.388776733915711,0.800326018066823,"Smarcb1","20587","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"ENSMUSG00000000915",1197.18631237085,0.0995819317908719,0.158825367207145,0.62699009321977,0.530665729080071,0.860104732471128,"Hip1r","29816","huntingtin interacting protein 1 related"
"ENSMUSG00000000934",130.042970580901,0.138137935829251,0.191984871129029,0.719525111624089,0.471817435510356,0.833934277216355,"Top1mt","72960","DNA topoisomerase 1, mitochondrial"
"ENSMUSG00000000948",1178.01903422584,-0.13831726208731,0.178714078701546,-0.773958398198168,0.438955393318034,0.824629631921963,NA,NA,NA
"ENSMUSG00000000957",109.929394898055,0.0944849574752686,0.186729248099468,0.505999774737687,0.612856807801992,0.898238031913409,"Mmp14","17387","matrix metallopeptidase 14 (membrane-inserted)"
"ENSMUSG00000000958",25.4941232351461,-1.24602243970621,0.275941983321678,-4.51552324407867,6.31606179379297e-06,0.000485671909512186,"Slc7a7","20540","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7"
"ENSMUSG00000000959",429.91019025304,0.0847858907658208,0.111159255247264,0.762742522673637,0.445616965482442,0.825452763265519,"Oxa1l","69089","oxidase assembly 1-like"
"ENSMUSG00000001014",12.8468044778336,0.273660164199439,0.379312853921016,0.721462933224043,0.47062473841472,0.833934277216355,"Icam4","78369","intercellular adhesion molecule 4, Landsteiner-Wiener blood group"
"ENSMUSG00000001016",630.324026905044,-0.158126179198426,0.129307306946685,-1.22287118131401,0.221378354906825,0.664872449580225,"Ilf2","67781","interleukin enhancer binding factor 2"
"ENSMUSG00000001017",23.4610290458501,-0.00531130988083426,0.302419574213465,-0.0175627185993101,0.985987698334525,0.996226928962022,"Chtop","66511","chromatin target of PRMT1"
"ENSMUSG00000001018",131.273040448693,-0.220405593474965,0.17607681303928,-1.25175819388437,0.210657987903992,0.655763868407149,"Snapin","20615","SNAP-associated protein"
"ENSMUSG00000001020",3.85876537288653,0.0600630320844736,0.681885147734628,0.0880837957594709,0.929810075425328,0.985771354580441,"S100a4","20198","S100 calcium binding protein A4"
"ENSMUSG00000001021",6.62879667562566,0.152809486662405,0.494552714618729,0.308985234830248,0.757332758535679,0.942702303011732,"S100a3","20197","S100 calcium binding protein A3"
"ENSMUSG00000001025",51.4756121612645,-0.452348957730795,0.242837921317277,-1.86276078825343,0.0624959291213331,0.406835251822376,"S100a6","20200","S100 calcium binding protein A6 (calcyclin)"
"ENSMUSG00000001052",985.459549603064,0.098568992391949,0.0948000691667176,1.03975654509917,0.298453022669601,0.737800111878658,"Sec24b","99683","Sec24 related gene family, member B (S. cerevisiae)"
"ENSMUSG00000001053",40.9080520083387,0.517650169653419,0.291373606805068,1.77658565348279,0.0756364378086111,0.43875998268217,"N4bp3","212706","NEDD4 binding protein 3"
"ENSMUSG00000001056",187.58473420751,0.094637296007492,0.17451362770986,0.542291723857992,0.587617556060237,0.887978334439115,"Nhp2","52530","NHP2 ribonucleoprotein"
"ENSMUSG00000001098",65.8888532172705,0.220815806245806,0.200136288362811,1.10332717795539,0.269885108217871,0.705911765151961,"Kctd10","330171","potassium channel tetramerisation domain containing 10"
"ENSMUSG00000001103",14.3797319943286,-0.402724116338381,0.440288798405876,-0.914681722079909,0.360358742538633,0.776034714664688,"Sebox","18292","SEBOX homeobox"
"ENSMUSG00000001105",193.862138302684,-0.124415106076443,0.150046479131999,-0.829177110960346,0.407004194904688,0.808389913944772,"Ift20","55978","intraflagellar transport 20"
"ENSMUSG00000001120",228.373823081709,-0.021847930280729,0.167807664712246,-0.13019625961778,0.896411153785694,0.976473174581683,"Pcbp3","59093","poly(rC) binding protein 3"
"ENSMUSG00000001128",41.0219977403808,0.0938674813670671,0.297738339437635,0.315268371363805,0.752557897381218,0.942702303011732,"Cfp","18636","complement factor properdin"
"ENSMUSG00000001131",8.27233837585454,-0.322973414067062,0.504416685122098,-0.64029090153686,0.521983494768006,0.858013487326803,"Timp1","21857","tissue inhibitor of metalloproteinase 1"
"ENSMUSG00000001150",1132.9069932469,0.0497610171339039,0.0845143953731047,0.588787471225755,0.556003851451862,0.873991881081282,"Mcm3ap","54387","minichromosome maintenance complex component 3 associated protein"
"ENSMUSG00000001151",654.379886803277,0.0425573410891084,0.116769959097538,0.364454534522532,0.715518618746828,0.934441184257925,"Pcnt","18541","pericentrin (kendrin)"
"ENSMUSG00000001156",343.774124176965,-0.30637347748252,0.150114306963099,-2.04093456300493,0.0412573317814523,0.332278884466951,"Mxd1","17119","MAX dimerization protein 1"
"ENSMUSG00000001158",39.6066568045969,-0.627723512848766,0.34752617843665,-1.80626252581197,0.0708773423990873,0.42636134486822,"Snrnp27","66618","small nuclear ribonucleoprotein 27 (U4/U6.U5)"
"ENSMUSG00000001227",1605.00521347235,0.277485655620111,0.236323978999379,1.17417477817958,0.24032502629574,0.681209546542831,"Sema6b","20359","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"
"ENSMUSG00000001229",794.193908462854,0.162448261153026,0.145409841937686,1.11717514432511,0.263919445948733,0.699631047371887,"Dpp9","224897","dipeptidylpeptidase 9"
"ENSMUSG00000001240",6.21703871761391,-0.709558888751644,0.591887228865648,-1.19880756696088,0.23060277956202,0.670492589780331,"Ramp2","54409","receptor (calcitonin) activity modifying protein 2"
"ENSMUSG00000001247",31.1580509123402,0.0577818402183633,0.254974353295515,0.226618244037251,0.820720604652926,0.957804001633919,"Lsr","54135","lipolysis stimulated lipoprotein receptor"
"ENSMUSG00000001248",1112.77686019684,0.390703349256111,0.139677785108198,2.79717600729037,0.00515514417358616,0.105211646883323,"Gramd1a","52857","GRAM domain containing 1A"
"ENSMUSG00000001249",12.3050269222132,0.07848573780786,0.435692069118284,0.180140386687994,0.857042357201363,0.968291227032517,"Hpn","15451","hepsin"
"ENSMUSG00000001260",144.552524747028,-0.116765323145445,0.231227494942295,-0.504980271375532,0.613572692717324,0.898869492683007,"Gabrg1","14405","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1"
"ENSMUSG00000001270",945.523780005465,0.0240668909921271,0.186597558299987,0.128977523668533,0.897375433775876,0.976640815937717,"Ckb","12709","creatine kinase, brain"
"ENSMUSG00000001280",447.774281583724,0.0102007097894134,0.143357279884301,0.0711558547821648,0.943273715094535,0.987996037134969,"Sp1","20683","trans-acting transcription factor 1"
"ENSMUSG00000001285",200.768202601926,-0.319519939106393,0.138641378478714,-2.304650621715,0.0211861484309123,0.232979290325742,"Myg1","60315","melanocyte proliferating gene 1"
"ENSMUSG00000001288",2.27234748971908,0.435787102753841,0.847720068064911,0.514069584018001,0.607203341840731,0.896422620798264,"Rarg","19411","retinoic acid receptor, gamma"
"ENSMUSG00000001289",131.593419000228,-0.199132781404441,0.231480246702149,-0.860258204496689,0.389646726565259,0.800418580383992,"Pfdn5","56612","prefoldin 5"
"ENSMUSG00000001300",191.573717110899,0.039322534205497,0.146091911094446,0.269162980420427,0.787804266656017,0.950111061935492,"Efnb2","13642","ephrin B2"
"ENSMUSG00000001305",49.106249392013,-0.428504575466108,0.256896839180744,-1.66800252129465,0.0953152262754711,0.484910701016275,"Rrp15","67223","ribosomal RNA processing 15 homolog (S. cerevisiae)"
"ENSMUSG00000001313",71.9501171431783,-0.0681440572151269,0.311101800131273,-0.219041025112593,0.826618090230055,0.958780691077806,"Rnd2","11858","Rho family GTPase 2"
"ENSMUSG00000001323",11.8289565421136,-0.0392902619224347,0.392840430267141,-0.100015830589831,0.920331757469968,0.983146405514554,"Srr","27364","serine racemase"
"ENSMUSG00000001333",10.8416213402331,-0.0802144549761324,0.40373192150194,-0.198682468995078,0.842511138343926,0.96239935349529,"Sync","68828","syncoilin"
"ENSMUSG00000001334",1126.24049199056,-0.11087072495812,0.0870954929079264,-1.27297890231045,0.203025528505104,0.648856900006782,"Fndc5","384061","fibronectin type III domain containing 5"
"ENSMUSG00000001348",2.82259425864445,0.373201549638218,0.789957496841463,0.47243244241673,0.636618152234584,0.908426655909459,"Acp5","11433","acid phosphatase 5, tartrate resistant"
"ENSMUSG00000001349",3.95790074529676,-0.595519935201867,0.720488250501081,-0.826550515969828,0.408491874573712,0.808389913944772,"Cnn1","12797","calponin 1"
"ENSMUSG00000001376",830.749160214459,-0.221084553403547,0.186944160186842,-1.18262348062963,0.236958402428256,0.675722643951022,"Vps50","73288","VPS50 EARP/GARPII complex subunit"
"ENSMUSG00000001379",428.12894116686,0.133528718116103,0.12818136080122,1.04171712081584,0.297542848910802,0.737279573229949,NA,NA,NA
"ENSMUSG00000001380",833.82663155649,0.150277006991959,0.11720967352838,1.28212119757822,0.199800134028616,0.644770028882721,"Hars","15115","histidyl-tRNA synthetase"
"ENSMUSG00000001383",954.113592076758,-0.333711196165518,0.197952478156387,-1.68581469286723,0.091831496888892,0.47543575708177,"Zmat2","66492","zinc finger, matrin type 2"
"ENSMUSG00000001415",1598.71015689998,0.124650103407239,0.116163481731254,1.07305756981027,0.283245286777689,0.721661571468717,"Smg5","229512","Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)"
"ENSMUSG00000001416",581.49136893,-0.184000721476689,0.145592168076521,-1.26380920009366,0.206298518235639,0.650775739048697,"Cct3","12462","chaperonin containing Tcp1, subunit 3 (gamma)"
"ENSMUSG00000001420",10.8757396338361,-0.237590453770092,0.375149599302464,-0.633321891351761,0.526523460459199,0.859233190939492,"Tmem79","71913","transmembrane protein 79"
"ENSMUSG00000001424",1050.30315149933,0.0517897852376601,0.112364534398926,0.460908644482001,0.644864149509907,0.912829811485525,"Snd1","56463","staphylococcal nuclease and tudor domain containing 1"
"ENSMUSG00000001445",152.612487599562,-0.0628751062812295,0.138900046533529,-0.4526644004115,0.650790417738638,0.916315479334296,"Mrpl10","107732","mitochondrial ribosomal protein L10"
"ENSMUSG00000001467",6.09414277990311,0.596531218929516,0.538411220167016,1.1079472280397,0.267884607358991,0.704100714330609,"Cyp51","13121","cytochrome P450, family 51"
"ENSMUSG00000001472",4316.66324595121,0.0612282142504763,0.103181966108225,0.59340034465185,0.552913258296362,0.872226421810411,"Tcf25","66855","transcription factor 25 (basic helix-loop-helix)"
"ENSMUSG00000001473",34.3807256658258,-1.35472186896511,0.272931148086402,-4.96360301293367,6.91973123169963e-07,6.81557948664388e-05,"Tubb6","67951","tubulin, beta 6 class V"
"ENSMUSG00000001482",35.2657438710211,0.00171811412947732,0.232055212735761,0.00740390232661447,0.994092594615749,0.997455595039016,"Def8","23854","differentially expressed in FDCP 8"
"ENSMUSG00000001493",8.21707913447978,1.41304113468037,0.503237721319213,2.80789987478711,0.00498657281074473,0.102817903498964,"Meox1","17285","mesenchyme homeobox 1"
"ENSMUSG00000001496",43.7810888168892,-0.0329268410313734,0.305844673296208,-0.107658703604375,0.914266428799908,0.982423496880304,"Nkx2-1","21869","NK2 homeobox 1"
"ENSMUSG00000001518",43.6538875265446,0.222135491351437,0.240185287324568,0.924850534459511,0.355043659980304,0.772093213007881,"Itfg2","101142","integrin alpha FG-GAP repeat containing 2"
"ENSMUSG00000001520",40.8548844350909,0.471842598605499,0.25750983131797,1.83232848311284,0.0669024959690528,0.417416111433448,"Nrip2","60345","nuclear receptor interacting protein 2"
"ENSMUSG00000001525",66.318770937406,0.151330264851998,0.328524099525072,0.460636723670403,0.645059259568387,0.912829811485525,"Tubb5","22154","tubulin, beta 5 class I"
"ENSMUSG00000001542",405.719746151639,-0.114728037101374,0.20657349309672,-0.555386053561369,0.578630629816033,0.885213979226413,"Ell2","192657","elongation factor RNA polymerase II 2"
"ENSMUSG00000001558",2.97328171167575,-0.103918325529069,0.826206421232583,-0.125777678384582,0.899907911499499,0.978268461196251,"Klhl10","66720","kelch-like 10"
"ENSMUSG00000001569",74.5433255353548,0.16672253093746,0.256216106241222,0.650710579375109,0.515233332638526,0.854288004213794,"Nom1","433864","nucleolar protein with MIF4G domain 1"
"ENSMUSG00000001576",713.132025683764,0.0375917719448538,0.11714296662653,0.320905070337703,0.748282331419604,0.942413908619217,"Ergic1","67458","endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1"
"ENSMUSG00000001627",240.937649908201,-0.0146538484748518,0.224619605263734,-0.0652385104926444,0.947984099482949,0.987996037134969,"Ifrd1","15982","interferon-related developmental regulator 1"
"ENSMUSG00000001630",10.3613061350716,0.00834607440878196,0.408962889350299,0.0204079016119066,0.983717980589204,0.995881240298481,"Stk38l","232533","serine/threonine kinase 38 like"
"ENSMUSG00000001663",20.2128614132362,0.148030407931572,0.301928567055167,0.490282881727202,0.623933738601137,0.903692160412665,"Gstt1","14871","glutathione S-transferase, theta 1"
"ENSMUSG00000001665",4.11901613172191,0.0269055256342696,0.647940502849567,0.0415246855474265,0.966877613602051,0.99121041974402,"Gstt3","103140","glutathione S-transferase, theta 3"
"ENSMUSG00000001666",138.124102314295,0.106668756604543,0.178204370670531,0.598575423280473,0.549456049069123,0.869685267012072,"Ddt","13202","D-dopachrome tautomerase"
"ENSMUSG00000001687",2467.46827876371,-0.233579941018529,0.138835520992811,-1.68242204407202,0.0924870297539158,0.476986814570498,"Ubl3","24109","ubiquitin-like 3"
"ENSMUSG00000001700",91.2059542664426,-0.432867575226512,0.187401607034732,-2.30983918481706,0.0208970590103387,0.231794167569126,"Gramd3","107022","GRAM domain containing 3"
"ENSMUSG00000001707",179.961652897524,-0.127636219804501,0.203226883141675,-0.628047912910823,0.529972553213268,0.860104732471128,"Eef1e1","66143","eukaryotic translation elongation factor 1 epsilon 1"
"ENSMUSG00000001751",22.331606539024,0.243340713556296,0.324495271317778,0.749905268474599,0.453311761197125,0.828655218711567,"Naglu","27419","alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)"
"ENSMUSG00000001755",67.4155877973886,-0.060041277580175,0.189802335366471,-0.316335820969996,0.751747624841943,0.942702303011732,"Coasy","71743","Coenzyme A synthase"
"ENSMUSG00000001761",97.8358595023024,0.343138851205255,0.195905903010599,1.75154932001559,0.0798513335771494,0.449717536922984,"Smo","319757","smoothened, frizzled class receptor"
"ENSMUSG00000001763",28.9065196895057,0.0253374794465291,0.295515335423726,0.0857399816838569,0.931673118348712,0.985846366880393,"Tspan33","232670","tetraspanin 33"
"ENSMUSG00000001773",75.4446663809822,0.598132194985445,0.257160245872861,2.32591236236864,0.0200232264012504,0.227275780864277,"Folh1","53320","folate hydrolase 1"
"ENSMUSG00000001774",722.929428124767,-0.455733609281271,0.286026036007407,-1.59332910962508,0.111086379667072,0.514087352839062,"Chordc1","66917","cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1"
"ENSMUSG00000001783",114.402800967982,-0.24455004141741,0.180314999248598,-1.35623793049103,0.175023477154094,0.612297838524462,"Rtcb","28088","RNA 2',3'-cyclic phosphate and 5'-OH ligase"
"ENSMUSG00000001785",193.141578000073,-0.221521193819339,0.152775878756858,-1.44997492812258,0.147065510918525,0.568406357116211,"Pwp1","103136","PWP1 homolog, endonuclein"
"ENSMUSG00000001802",10.3382849827699,0.44948793441277,0.427952663911981,1.05032161805918,0.293570269223193,0.734199373249092,"Lrp3","435965","low density lipoprotein receptor-related protein 3"
"ENSMUSG00000001833",3127.23986108459,-0.312106596125323,0.255810248352667,-1.22007072873423,0.222438063757153,0.665778836903217,"Sept7","235072","septin 7"
"ENSMUSG00000001847",45.5408268545571,-0.438033077124842,0.579385206990049,-0.756030826883651,0.44963071335627,0.827492047056788,"Rac1","19353","Rac family small GTPase 1"
"ENSMUSG00000001864",4.28066512644549,-0.380228007973346,0.7197127682417,-0.528305213901186,0.597287513393802,0.890705657550075,"Aif1l","108897","allograft inflammatory factor 1-like"
